0:	2.881596671500E-05
1:	6.781909652469E-05
2:	1.133202057478E-04
3:	1.480011972323E-04
4:	1.724904934629E-04
5:	1.986476142119E-04
6:	2.306929864965E-04
7:	2.658528680228E-04
8:	2.974142678956E-04
9:	3.226641366323E-04
10:	3.520435163502E-04
11:	3.790377151129E-04
12:	4.050605209021E-04
13:	4.318416001381E-04
14:	4.613856238994E-04
15:	4.904969685795E-04
16:	5.154040088188E-04
17:	5.388420106934E-04
18:	5.648286857035E-04
19:	5.932702952688E-04
20:	6.215552801764E-04
21:	6.505600702648E-04
22:	6.812652987705E-04
23:	7.132319096512E-04
24:	7.445047002401E-04
25:	7.752126219186E-04
26:	8.052522565129E-04
27:	8.361592687330E-04
28:	8.678303253530E-04
29:	8.992721973778E-04
30:	9.307949676234E-04
31:	9.620903501120E-04
32:	9.935053903830E-04
33:	1.025119765402E-03
34:	1.056817687071E-03
35:	1.089029227244E-03
36:	1.121156907426E-03
37:	1.153196575334E-03
38:	1.185186300846E-03
39:	1.217279749328E-03
40:	1.249757276803E-03
41:	1.282466830691E-03
42:	1.315115383257E-03
43:	1.347764871610E-03
44:	1.380340859357E-03
45:	1.413193433251E-03
46:	1.446227322853E-03
47:	1.479950884326E-03
48:	1.513927782701E-03
49:	1.547898167938E-03
50:	1.581991629814E-03
51:	1.616247358204E-03
52:	1.650734830249E-03
53:	1.685412853414E-03
54:	1.720216149412E-03
55:	1.755025152855E-03
56:	1.789941751301E-03
57:	1.824982429007E-03
58:	1.860228414424E-03
59:	1.895621504492E-03
60:	1.931065385006E-03
61:	1.966576676549E-03
62:	2.002117907204E-03
63:	2.037790111779E-03
64:	2.073555454531E-03
65:	2.109403459161E-03
66:	2.145300208264E-03
67:	2.181177531378E-03
68:	2.217081098079E-03
69:	2.253006098138E-03
70:	2.288989869243E-03
71:	2.325001961985E-03
72:	2.360992244114E-03
73:	2.396957896956E-03
74:	2.432886649303E-03
75:	2.468973575533E-03
76:	2.505114616271E-03
77:	2.541259439457E-03
78:	2.577383200517E-03
79:	2.613468104183E-03
80:	2.649535538833E-03
81:	2.685591478795E-03
82:	2.721647296345E-03
83:	2.757694450595E-03
84:	2.793719023061E-03
85:	2.829713829213E-03
86:	2.865678846786E-03
87:	2.901636925546E-03
88:	2.937585630159E-03
89:	2.973521099645E-03
90:	3.009439958352E-03
91:	3.045328826082E-03
92:	3.081198134720E-03
93:	3.117056170228E-03
94:	3.152905125213E-03
95:	3.188744119419E-03
96:	3.224566034004E-03
97:	3.260368452642E-03
98:	3.296154828148E-03
99:	3.331934036082E-03
100:	3.367707989888E-03
101:	3.403478036135E-03
102:	3.439242364651E-03
103:	3.474995585918E-03
104:	3.510779040950E-03
105:	3.546581189162E-03
106:	3.582387834467E-03
107:	3.618198482973E-03
108:	3.654011558584E-03
109:	3.689826565822E-03
110:	3.725643455490E-03
111:	3.761466282589E-03
112:	3.797299643940E-03
113:	3.833140174705E-03
114:	3.868985418012E-03
115:	3.904836224033E-03
116:	3.940694822828E-03
117:	3.976561002670E-03
118:	4.012436100032E-03
119:	4.048320190949E-03
120:	4.084213002655E-03
121:	4.120114214674E-03
122:	4.156023611419E-03
123:	4.191942626076E-03
