0:	6.465524552217E-06
1:	1.518516430789E-05
2:	2.566663916303E-05
3:	3.351411178872E-05
4:	3.805975646506E-05
5:	4.407546983158E-05
6:	5.278626285305E-05
7:	6.133581338146E-05
8:	6.784468983609E-05
9:	7.254687643125E-05
10:	7.968937969423E-05
11:	8.703940720052E-05
12:	9.382593825701E-05
13:	1.003236404481E-04
14:	1.065928889284E-04
15:	1.135502568931E-04
16:	1.204100167310E-04
17:	1.266674064871E-04
18:	1.333584941242E-04
19:	1.399262862122E-04
20:	1.468242416088E-04
21:	1.542282937981E-04
22:	1.613642334921E-04
23:	1.691630029005E-04
24:	1.770654575309E-04
25:	1.849063722373E-04
26:	1.926017766435E-04
27:	2.002055286725E-04
28:	2.081858684204E-04
29:	2.161842274907E-04
30:	2.241684642722E-04
31:	2.322139631926E-04
32:	2.403391378531E-04
33:	2.486027443119E-04
34:	2.568688132698E-04
35:	2.651443067515E-04
36:	2.735542905239E-04
37:	2.819865717313E-04
38:	2.905266425770E-04
39:	2.990962597535E-04
40:	3.076943459248E-04
41:	3.164032811382E-04
42:	3.251323045802E-04
43:	3.339460816705E-04
44:	3.428162765313E-04
45:	3.517400345978E-04
46:	3.607368108863E-04
47:	3.699413684351E-04
48:	3.792788239655E-04
49:	3.886851810599E-04
50:	3.981428870866E-04
51:	4.076942089709E-04
52:	4.173063219244E-04
53:	4.269811340613E-04
54:	4.367309289362E-04
55:	4.465396534740E-04
56:	4.564203329181E-04
57:	4.663567047903E-04
58:	4.763564612203E-04
59:	4.864281799591E-04
60:	4.965587944546E-04
61:	5.067603643887E-04
62:	5.170283568839E-04
63:	5.273663123039E-04
64:	5.377755187883E-04
65:	5.482512273284E-04
66:	5.587998196511E-04
67:	5.694211297139E-04
68:	5.801129012752E-04
69:	5.908791657830E-04
70:	6.017169798314E-04
71:	6.126284671628E-04
72:	6.236156524198E-04
73:	6.346768029613E-04
74:	6.458134338328E-04
75:	6.570539492166E-04
76:	6.683814195497E-04
77:	6.797869145032E-04
78:	6.912677033612E-04
79:	7.028250709138E-04
80:	7.144587224215E-04
81:	7.261679109391E-04
82:	7.379519492252E-04
83:	7.498119403094E-04
84:	7.617479183435E-04
85:	7.737580556772E-04
86:	7.858433756435E-04
87:	7.980044721378E-04
88:	8.102389927471E-04
89:	8.225481842554E-04
90:	8.349327493393E-04
91:	8.473906338122E-04
92:	8.599224756764E-04
93:	8.725293266332E-04
94:	8.852095360509E-04
95:	8.979632720298E-04
96:	9.107916769229E-04
97:	9.236942333433E-04
98:	9.366707809300E-04
99:	9.497216768627E-04
100:	9.628473765867E-04
101:	9.760483611596E-04
102:	9.893249350805E-04
103:	1.002677172989E-03
104:	1.016105133258E-03
105:	1.029608827014E-03
106:	1.043188199693E-03
107:	1.056843278161E-03
108:	1.070574159671E-03
109:	1.084380742031E-03
110:	1.098262724387E-03
111:	1.112219827968E-03
112:	1.126251767027E-03
113:	1.140358123967E-03
114:	1.154538430167E-03
115:	1.168792259790E-03
116:	1.183119152121E-03
117:	1.197518590756E-03
118:	1.211990094285E-03
119:	1.226533183441E-03
120:	1.241147301309E-03
121:	1.255831869846E-03
122:	1.270586354746E-03
123:	1.285410192091E-03
124:	1.300302756783E-03
125:	1.315263430111E-03
126:	1.330291612554E-03
127:	1.345386657961E-03
128:	1.360547894817E-03
129:	1.375774666996E-03
130:	1.391066302462E-03
