0:	1.668844529509E-05
1:	3.913992888861E-05
2:	6.532379643220E-05
3:	8.533318589534E-05
4:	9.947411919007E-05
5:	1.146006302167E-04
6:	1.330956470685E-04
7:	1.532461542067E-04
8:	1.713493294619E-04
9:	1.860579573167E-04
10:	2.030900837983E-04
11:	2.187753813617E-04
12:	2.339430245605E-04
13:	2.497018511140E-04
14:	2.670504670123E-04
15:	2.841796399172E-04
16:	2.991106594349E-04
17:	3.133518248313E-04
18:	3.290334385809E-04
19:	3.461760898275E-04
20:	3.633825729464E-04
21:	3.809555638715E-04
22:	3.993818175180E-04
23:	4.184973955888E-04
24:	4.374336142734E-04
25:	4.562286753860E-04
26:	4.748417804491E-04
27:	4.939592136673E-04
28:	5.134871164965E-04
29:	5.330077191581E-04
30:	5.526971546092E-04
31:	5.724419402904E-04
32:	5.923719896999E-04
33:	6.125008359924E-04
34:	6.328082919919E-04
35:	6.534606578975E-04
36:	6.742363949201E-04
37:	6.951119117970E-04
38:	7.161224487106E-04
39:	7.373059910728E-04
40:	7.588171000632E-04
41:	7.805751624203E-04
42:	8.024824061555E-04
43:	8.245042461294E-04
44:	8.466669625309E-04
45:	8.690882052494E-04
46:	8.917702826445E-04
47:	9.148489582311E-04
48:	9.381826296288E-04
49:	9.616612909702E-04
50:	9.853307689739E-04
51:	1.009232021093E-03
52:	1.033381994982E-03
53:	1.057774811494E-03
54:	1.082345162805E-03
55:	1.107077452692E-03
56:	1.131987911658E-03
57:	1.157113254483E-03
58:	1.182477520654E-03
59:	1.208058340309E-03
60:	1.233822278350E-03
61:	1.259758080661E-03
62:	1.285879374476E-03
63:	1.312212811598E-03
64:	1.338765989395E-03
65:	1.365532008986E-03
66:	1.392488946722E-03
67:	1.419620218743E-03
68:	1.446936276667E-03
69:	1.474458471146E-03
70:	1.502196540264E-03
71:	1.530139925714E-03
72:	1.558273332105E-03
73:	1.586591103295E-03
74:	1.615099669165E-03
75:	1.643817811035E-03
76:	1.672753301872E-03
77:	1.701895651602E-03
78:	1.731232804509E-03
79:	1.760760564591E-03
80:	1.790486941647E-03
81:	1.820419259415E-03
82:	1.850560683275E-03
83:	1.880913554799E-03
84:	1.911473151123E-03
